system,split,beam_size,normalization,weight_token_logprob_avg,weight_summac_style_score,weight_factcc_style_score,weight_entity_support_score,rouge1,rouge2,rougeL,rougeLsum,summac_style_score,factcc_style_score,entity_support_score,factuality_composite,summary_len_tokens
custom_0528,val_tune,8,zscore,1.0,0.25,0.0,0.75,0.465754,0.233855,0.380319,0.380319,0.241914,0.277083,0.666459,0.395152,23.9375
logprob_plus_summac,val_tune,8,zscore,0.5,0.5,0.0,0.0,0.463172,0.232639,0.382692,0.382692,0.270879,0.264987,0.649341,0.395069,23.90625
custom_0150,val_tune,8,zscore,0.25,0.25,0.0,0.0,0.463172,0.232639,0.382692,0.382692,0.270879,0.264987,0.649341,0.395069,23.90625
custom_0300,val_tune,8,zscore,0.5,0.5,0.0,0.0,0.463172,0.232639,0.382692,0.382692,0.270879,0.264987,0.649341,0.395069,23.90625
custom_0450,val_tune,8,zscore,0.75,0.75,0.0,0.0,0.463172,0.232639,0.382692,0.382692,0.270879,0.264987,0.649341,0.395069,23.90625
custom_0600,val_tune,8,zscore,1.0,1.0,0.0,0.0,0.463172,0.232639,0.382692,0.382692,0.270879,0.264987,0.649341,0.395069,23.90625
custom_0283,val_tune,4,zscore,0.5,0.25,0.25,0.75,0.454312,0.2204,0.370355,0.370355,0.215939,0.335027,0.634238,0.395068,24.46875
custom_0307,val_tune,4,zscore,0.5,0.5,0.25,0.5,0.455557,0.221868,0.371339,0.371339,0.230875,0.324383,0.629747,0.395002,24.296875
custom_0332,val_tune,4,zscore,0.5,0.75,0.25,0.5,0.455557,0.221868,0.371339,0.371339,0.230875,0.324383,0.629747,0.395002,24.296875
custom_0458,val_tune,4,zscore,0.75,0.75,0.25,0.75,0.455557,0.221868,0.371339,0.371339,0.230875,0.324383,0.629747,0.395002,24.296875
custom_0483,val_tune,4,zscore,0.75,1.0,0.25,0.75,0.455557,0.221868,0.371339,0.371339,0.230875,0.324383,0.629747,0.395002,24.296875
custom_0484,val_tune,4,zscore,0.75,1.0,0.25,1.0,0.455557,0.221868,0.371339,0.371339,0.230875,0.324383,0.629747,0.395002,24.296875
custom_0609,val_tune,4,zscore,1.0,1.0,0.25,1.0,0.455557,0.221868,0.371339,0.371339,0.230875,0.324383,0.629747,0.395002,24.296875
custom_0614,val_tune,4,zscore,1.0,1.0,0.5,1.0,0.455557,0.221868,0.371339,0.371339,0.230875,0.324383,0.629747,0.395002,24.296875
custom_0308,val_tune,4,zscore,0.5,0.5,0.25,0.75,0.456682,0.222445,0.371766,0.371766,0.222724,0.328354,0.6338,0.394959,24.390625
custom_0306,val_tune,4,zscore,0.5,0.5,0.25,0.25,0.455023,0.22196,0.371463,0.371463,0.230869,0.324357,0.629635,0.394954,24.265625
custom_0457,val_tune,4,zscore,0.75,0.75,0.25,0.5,0.455023,0.22196,0.371463,0.371463,0.230869,0.324357,0.629635,0.394954,24.265625
custom_0482,val_tune,4,zscore,0.75,1.0,0.25,0.5,0.455023,0.22196,0.371463,0.371463,0.230869,0.324357,0.629635,0.394954,24.265625
custom_0607,val_tune,4,zscore,1.0,1.0,0.25,0.5,0.455023,0.22196,0.371463,0.371463,0.230869,0.324357,0.629635,0.394954,24.265625
custom_0608,val_tune,4,zscore,1.0,1.0,0.25,0.75,0.455023,0.22196,0.371463,0.371463,0.230869,0.324357,0.629635,0.394954,24.265625
custom_0612,val_tune,4,zscore,1.0,1.0,0.5,0.5,0.455023,0.22196,0.371463,0.371463,0.230869,0.324357,0.629635,0.394954,24.265625
custom_0613,val_tune,4,zscore,1.0,1.0,0.5,0.75,0.455023,0.22196,0.371463,0.371463,0.230869,0.324357,0.629635,0.394954,24.265625
custom_0309,val_tune,4,zscore,0.5,0.5,0.25,1.0,0.456182,0.221118,0.370572,0.370572,0.221557,0.328453,0.634611,0.394874,24.375
custom_0587,val_tune,4,zscore,1.0,0.75,0.5,0.5,0.453773,0.220658,0.370213,0.370213,0.230725,0.324373,0.629515,0.394871,24.265625
custom_0295,val_tune,4,zscore,0.5,0.25,1.0,0.0,0.453307,0.221019,0.372588,0.372588,0.215894,0.345728,0.622398,0.394674,24.390625
custom_0129,val_tune,16,zscore,0.25,0.0,0.0,1.0,0.468963,0.23713,0.380134,0.380134,0.193311,0.28857,0.701695,0.394525,23.546875
custom_0583,val_tune,4,zscore,1.0,0.75,0.25,0.75,0.454474,0.22196,0.370778,0.370778,0.229428,0.323667,0.630173,0.394423,24.234375
custom_0588,val_tune,4,zscore,1.0,0.75,0.5,0.75,0.454474,0.22196,0.370778,0.370778,0.229428,0.323667,0.630173,0.394423,24.234375
custom_0356,val_tune,4,zscore,0.5,1.0,0.25,0.25,0.455616,0.222598,0.371152,0.371152,0.232486,0.324322,0.626421,0.39441,24.40625
custom_0527,val_tune,8,zscore,1.0,0.25,0.0,0.5,0.461897,0.230846,0.37983,0.37983,0.240519,0.278054,0.664543,0.394372,23.828125
custom_0582,val_tune,4,zscore,1.0,0.75,0.25,0.5,0.453224,0.220658,0.369528,0.369528,0.229311,0.323667,0.630053,0.394344,24.234375
custom_0127,val_tune,16,zscore,0.25,0.0,0.0,0.5,0.470028,0.239515,0.38199,0.38199,0.192668,0.290376,0.699817,0.394287,23.53125
custom_0254,val_tune,16,zscore,0.5,0.0,0.0,1.0,0.470028,0.239515,0.38199,0.38199,0.192668,0.290376,0.699817,0.394287,23.53125
custom_0331,val_tune,4,zscore,0.5,0.75,0.25,0.25,0.454936,0.22254,0.371376,0.371376,0.231347,0.324357,0.627027,0.394244,24.203125
custom_0481,val_tune,4,zscore,0.75,1.0,0.25,0.25,0.454936,0.22254,0.371376,0.371376,0.231347,0.324357,0.627027,0.394244,24.203125
custom_0432,val_tune,4,zscore,0.75,0.5,0.25,0.5,0.454474,0.22196,0.370778,0.370778,0.228893,0.323643,0.630173,0.394236,24.234375
custom_0330,val_tune,4,zscore,0.5,0.75,0.25,0.0,0.455769,0.220981,0.369328,0.369328,0.232419,0.324322,0.625936,0.394226,24.546875
custom_0128,val_tune,16,zscore,0.25,0.0,0.0,0.75,0.470007,0.239617,0.382294,0.382294,0.193311,0.288407,0.700934,0.394217,23.609375
custom_0175,val_tune,8,zscore,0.25,0.5,0.0,0.0,0.465608,0.236132,0.384567,0.384567,0.278906,0.258298,0.644704,0.393969,23.9375
custom_0350,val_tune,8,zscore,0.5,1.0,0.0,0.0,0.465608,0.236132,0.384567,0.384567,0.278906,0.258298,0.644704,0.393969,23.9375
custom_0456,val_tune,4,zscore,0.75,0.75,0.25,0.25,0.454554,0.221974,0.370994,0.370994,0.230752,0.324357,0.626709,0.39394,24.109375
custom_0606,val_tune,4,zscore,1.0,1.0,0.25,0.25,0.454554,0.221974,0.370994,0.370994,0.230752,0.324357,0.626709,0.39394,24.109375
custom_0611,val_tune,4,zscore,1.0,1.0,0.5,0.25,0.454554,0.221974,0.370994,0.370994,0.230752,0.324357,0.626709,0.39394,24.109375
custom_0581,val_tune,4,zscore,1.0,0.75,0.25,0.25,0.454554,0.221974,0.370994,0.370994,0.230725,0.324373,0.626709,0.393935,24.109375
custom_0586,val_tune,4,zscore,1.0,0.75,0.5,0.25,0.454554,0.221974,0.370994,0.370994,0.230725,0.324373,0.626709,0.393935,24.109375
custom_0566,val_tune,4,zscore,1.0,0.5,0.75,0.25,0.453094,0.22296,0.372718,0.372718,0.216678,0.33835,0.626702,0.39391,24.109375
custom_0571,val_tune,4,zscore,1.0,0.5,1.0,0.25,0.453094,0.22296,0.372718,0.372718,0.216678,0.33835,0.626702,0.39391,24.109375
custom_0286,val_tune,4,zscore,0.5,0.25,0.5,0.25,0.451317,0.220057,0.370367,0.370367,0.208774,0.339696,0.63317,0.39388,24.328125
custom_0572,val_tune,4,zscore,1.0,0.5,1.0,0.5,0.451317,0.220057,0.370367,0.370367,0.208774,0.339696,0.63317,0.39388,24.328125
custom_0305,val_tune,4,zscore,0.5,0.5,0.25,0.0,0.455957,0.221659,0.37042,0.37042,0.230802,0.324357,0.626345,0.393835,24.25
custom_0610,val_tune,4,zscore,1.0,1.0,0.5,0.0,0.455957,0.221659,0.37042,0.37042,0.230802,0.324357,0.626345,0.393835,24.25
custom_0585,val_tune,4,zscore,1.0,0.75,0.5,0.0,0.455957,0.221659,0.37042,0.37042,0.230775,0.324373,0.626345,0.393831,24.25
custom_0285,val_tune,4,zscore,0.5,0.25,0.5,0.0,0.454497,0.222645,0.372144,0.372144,0.216728,0.33835,0.626337,0.393805,24.25
custom_0565,val_tune,4,zscore,1.0,0.5,0.75,0.0,0.454497,0.222645,0.372144,0.372144,0.216728,0.33835,0.626337,0.393805,24.25
custom_0570,val_tune,4,zscore,1.0,0.5,1.0,0.0,0.454497,0.222645,0.372144,0.372144,0.216728,0.33835,0.626337,0.393805,24.25
custom_0459,val_tune,4,zscore,0.75,0.75,0.25,1.0,0.454708,0.221735,0.370474,0.370474,0.222724,0.324996,0.633596,0.393772,24.328125
custom_0584,val_tune,4,zscore,1.0,0.75,0.25,1.0,0.454708,0.221735,0.370474,0.370474,0.222697,0.325011,0.633596,0.393768,24.328125
custom_0589,val_tune,4,zscore,1.0,0.75,0.5,1.0,0.454708,0.221735,0.370474,0.370474,0.222697,0.325011,0.633596,0.393768,24.328125
custom_0431,val_tune,4,zscore,0.75,0.5,0.25,0.25,0.454554,0.221974,0.370994,0.370994,0.23019,0.324349,0.626709,0.393749,24.109375
custom_0287,val_tune,4,zscore,0.5,0.25,0.5,0.5,0.452553,0.221268,0.370808,0.370808,0.207483,0.339017,0.63394,0.39348,24.328125
custom_0569,val_tune,4,zscore,1.0,0.5,0.75,1.0,0.452553,0.221268,0.370808,0.370808,0.207483,0.339017,0.63394,0.39348,24.328125
custom_0574,val_tune,4,zscore,1.0,0.5,1.0,1.0,0.452553,0.221268,0.370808,0.370808,0.207483,0.339017,0.63394,0.39348,24.328125
custom_0424,val_tune,4,zscore,0.75,0.25,1.0,1.0,0.449882,0.219777,0.369263,0.369263,0.20129,0.344472,0.634475,0.393412,24.34375
custom_0567,val_tune,4,zscore,1.0,0.5,0.75,0.5,0.450769,0.220057,0.369682,0.369682,0.20736,0.338991,0.633708,0.393353,24.296875
custom_0568,val_tune,4,zscore,1.0,0.5,0.75,0.75,0.450769,0.220057,0.369682,0.369682,0.20736,0.338991,0.633708,0.393353,24.296875
custom_0573,val_tune,4,zscore,1.0,0.5,1.0,0.75,0.450769,0.220057,0.369682,0.369682,0.20736,0.338991,0.633708,0.393353,24.296875
custom_0423,val_tune,4,zscore,0.75,0.25,1.0,0.75,0.45014,0.219987,0.369521,0.369521,0.20129,0.344117,0.634356,0.393254,24.328125
custom_0433,val_tune,4,zscore,0.75,0.5,0.25,0.75,0.453147,0.219708,0.369145,0.369145,0.220508,0.325249,0.633985,0.393247,24.390625
custom_0434,val_tune,4,zscore,0.75,0.5,0.25,1.0,0.453147,0.219708,0.369145,0.369145,0.220508,0.325249,0.633985,0.393247,24.390625
custom_0275,val_tune,8,zscore,0.5,0.25,0.0,0.0,0.465045,0.235291,0.3843,0.3843,0.257251,0.276471,0.645843,0.393189,23.875
custom_0550,val_tune,8,zscore,1.0,0.5,0.0,0.0,0.465045,0.235291,0.3843,0.3843,0.257251,0.276471,0.645843,0.393189,23.875
custom_0422,val_tune,4,zscore,0.75,0.25,1.0,0.5,0.448356,0.218776,0.368394,0.368394,0.201167,0.344091,0.634124,0.393127,24.296875
custom_0575,val_tune,8,zscore,1.0,0.75,0.0,0.0,0.464827,0.232757,0.383653,0.383653,0.268908,0.264563,0.645614,0.393028,23.890625
custom_0430,val_tune,4,zscore,0.75,0.5,0.25,0.0,0.456087,0.221722,0.370536,0.370536,0.23024,0.323328,0.624803,0.39279,24.265625
custom_0418,val_tune,4,zscore,0.75,0.25,0.75,0.75,0.451545,0.220721,0.370887,0.370887,0.203502,0.340626,0.634163,0.392764,24.3125
custom_0419,val_tune,4,zscore,0.75,0.25,0.75,1.0,0.451545,0.220721,0.370887,0.370887,0.203502,0.340626,0.634163,0.392764,24.3125
custom_0421,val_tune,4,zscore,0.75,0.25,1.0,0.25,0.449685,0.220092,0.369861,0.369861,0.202581,0.344796,0.63078,0.392719,24.171875
custom_0415,val_tune,4,zscore,0.75,0.25,0.75,0.0,0.452399,0.221507,0.371329,0.371329,0.212639,0.338378,0.627053,0.39269,24.109375
custom_0413,val_tune,4,zscore,0.75,0.25,0.5,0.75,0.452553,0.221268,0.370808,0.370808,0.204611,0.339017,0.63394,0.392523,24.328125
custom_0414,val_tune,4,zscore,0.75,0.25,0.5,1.0,0.452553,0.221268,0.370808,0.370808,0.204611,0.339017,0.63394,0.392523,24.328125
custom_0412,val_tune,4,zscore,0.75,0.25,0.5,0.5,0.450769,0.220057,0.369682,0.369682,0.204488,0.338991,0.633708,0.392396,24.296875
custom_0417,val_tune,4,zscore,0.75,0.25,0.75,0.5,0.450769,0.220057,0.369682,0.369682,0.204488,0.338991,0.633708,0.392396,24.296875
custom_0400,val_tune,8,zscore,0.75,0.25,0.0,0.0,0.462637,0.233244,0.381747,0.381747,0.254575,0.276429,0.645939,0.392314,23.84375
custom_0410,val_tune,4,zscore,0.75,0.25,0.5,0.0,0.451851,0.221507,0.370644,0.370644,0.211225,0.337672,0.627592,0.392163,24.078125
custom_0420,val_tune,4,zscore,0.75,0.25,1.0,0.0,0.450751,0.220677,0.371023,0.371023,0.202581,0.34227,0.630681,0.391844,24.21875
custom_0129,val_tune,8,zscore,0.25,0.0,0.0,1.0,0.46335,0.233761,0.380715,0.380715,0.2124,0.289693,0.673253,0.391782,23.953125
custom_0411,val_tune,4,zscore,0.75,0.25,0.5,0.25,0.45155,0.221373,0.370463,0.370463,0.204488,0.338991,0.630903,0.39146,24.140625
custom_0416,val_tune,4,zscore,0.75,0.25,0.75,0.25,0.45155,0.221373,0.370463,0.370463,0.204488,0.338991,0.630903,0.39146,24.140625
custom_0379,val_tune,16,zscore,0.75,0.0,0.0,1.0,0.468073,0.23531,0.378628,0.378628,0.202408,0.278004,0.69385,0.391421,23.5
factcc_only,val_tune,4,zscore,0.0,0.0,1.0,0.0,0.451454,0.219462,0.369173,0.369173,0.194712,0.351176,0.62818,0.391356,24.53125
custom_0005,val_tune,4,zscore,0.0,0.0,0.25,0.0,0.451454,0.219462,0.369173,0.369173,0.194712,0.351176,0.62818,0.391356,24.53125
custom_0010,val_tune,4,zscore,0.0,0.0,0.5,0.0,0.451454,0.219462,0.369173,0.369173,0.194712,0.351176,0.62818,0.391356,24.53125
custom_0015,val_tune,4,zscore,0.0,0.0,0.75,0.0,0.451454,0.219462,0.369173,0.369173,0.194712,0.351176,0.62818,0.391356,24.53125
custom_0020,val_tune,4,zscore,0.0,0.0,1.0,0.0,0.451454,0.219462,0.369173,0.369173,0.194712,0.351176,0.62818,0.391356,24.53125
custom_0280,val_tune,4,zscore,0.5,0.25,0.25,0.0,0.452523,0.221935,0.370851,0.370851,0.216728,0.330974,0.626134,0.391279,24.1875
custom_0560,val_tune,4,zscore,1.0,0.5,0.5,0.0,0.452523,0.221935,0.370851,0.370851,0.216728,0.330974,0.626134,0.391279,24.1875
custom_0021,val_tune,4,zscore,0.0,0.0,1.0,0.25,0.453577,0.220539,0.37147,0.37147,0.186678,0.350303,0.635982,0.390988,24.359375
custom_0355,val_tune,4,zscore,0.5,1.0,0.25,0.0,0.455544,0.22237,0.368222,0.368222,0.234684,0.316321,0.621867,0.390957,24.65625
custom_0282,val_tune,4,zscore,0.5,0.25,0.25,0.5,0.45058,0.220558,0.369516,0.369516,0.207483,0.331641,0.633736,0.390954,24.265625
custom_0564,val_tune,4,zscore,1.0,0.5,0.5,1.0,0.45058,0.220558,0.369516,0.369516,0.207483,0.331641,0.633736,0.390954,24.265625
custom_0561,val_tune,4,zscore,1.0,0.5,0.5,0.25,0.450572,0.22225,0.37074,0.37074,0.215264,0.330269,0.627036,0.390856,24.015625
custom_0281,val_tune,4,zscore,0.5,0.25,0.25,0.25,0.448795,0.219347,0.368389,0.368389,0.20736,0.331615,0.633505,0.390827,24.234375
custom_0562,val_tune,4,zscore,1.0,0.5,0.5,0.5,0.448795,0.219347,0.368389,0.368389,0.20736,0.331615,0.633505,0.390827,24.234375
custom_0563,val_tune,4,zscore,1.0,0.5,0.5,0.75,0.448795,0.219347,0.368389,0.368389,0.20736,0.331615,0.633505,0.390827,24.234375
custom_0011,val_tune,4,zscore,0.0,0.0,0.5,0.25,0.454196,0.220809,0.371255,0.371255,0.185569,0.349751,0.636944,0.390754,24.28125
custom_0017,val_tune,4,zscore,0.0,0.0,0.75,0.5,0.454196,0.220809,0.371255,0.371255,0.185569,0.349751,0.636944,0.390754,24.28125
custom_0022,val_tune,4,zscore,0.0,0.0,1.0,0.5,0.454196,0.220809,0.371255,0.371255,0.185569,0.349751,0.636944,0.390754,24.28125
custom_0023,val_tune,4,zscore,0.0,0.0,1.0,0.75,0.454196,0.220809,0.371255,0.371255,0.185569,0.349751,0.636944,0.390754,24.28125
custom_0016,val_tune,4,zscore,0.0,0.0,0.75,0.25,0.454063,0.220766,0.371956,0.371956,0.184644,0.350236,0.636107,0.390329,24.296875
custom_0559,val_tune,4,zscore,1.0,0.5,0.25,1.0,0.451389,0.220576,0.369599,0.369599,0.212052,0.325221,0.633687,0.39032,24.25
custom_0556,val_tune,4,zscore,1.0,0.5,0.25,0.25,0.451381,0.222268,0.370823,0.370823,0.219834,0.323849,0.626987,0.390223,24.0
custom_0557,val_tune,4,zscore,1.0,0.5,0.25,0.5,0.449604,0.219365,0.368472,0.368472,0.211929,0.325195,0.633455,0.390193,24.21875
custom_0558,val_tune,4,zscore,1.0,0.5,0.25,0.75,0.449604,0.219365,0.368472,0.368472,0.211929,0.325195,0.633455,0.390193,24.21875
custom_0425,val_tune,8,zscore,0.75,0.5,0.0,0.0,0.463837,0.232926,0.383908,0.383908,0.260053,0.264658,0.645711,0.390141,23.796875
custom_0006,val_tune,4,zscore,0.0,0.0,0.25,0.25,0.454339,0.221026,0.371341,0.371341,0.183888,0.34884,0.637617,0.390115,24.296875
custom_0007,val_tune,4,zscore,0.0,0.0,0.25,0.5,0.454339,0.221026,0.371341,0.371341,0.183888,0.34884,0.637617,0.390115,24.296875
custom_0012,val_tune,4,zscore,0.0,0.0,0.5,0.5,0.454339,0.221026,0.371341,0.371341,0.183888,0.34884,0.637617,0.390115,24.296875
custom_0013,val_tune,4,zscore,0.0,0.0,0.5,0.75,0.454339,0.221026,0.371341,0.371341,0.183888,0.34884,0.637617,0.390115,24.296875
custom_0014,val_tune,4,zscore,0.0,0.0,0.5,1.0,0.454339,0.221026,0.371341,0.371341,0.183888,0.34884,0.637617,0.390115,24.296875
custom_0018,val_tune,4,zscore,0.0,0.0,0.75,0.75,0.454339,0.221026,0.371341,0.371341,0.183888,0.34884,0.637617,0.390115,24.296875
custom_0019,val_tune,4,zscore,0.0,0.0,0.75,1.0,0.454339,0.221026,0.371341,0.371341,0.183888,0.34884,0.637617,0.390115,24.296875
custom_0024,val_tune,4,zscore,0.0,0.0,1.0,1.0,0.454339,0.221026,0.371341,0.371341,0.183888,0.34884,0.637617,0.390115,24.296875
custom_0544,val_tune,4,zscore,1.0,0.25,0.75,1.0,0.450239,0.218768,0.368494,0.368494,0.197319,0.339082,0.63394,0.390114,24.328125
custom_0408,val_tune,4,zscore,0.75,0.25,0.25,0.75,0.45058,0.220558,0.369516,0.369516,0.204611,0.331641,0.633736,0.389996,24.265625
custom_0409,val_tune,4,zscore,0.75,0.25,0.25,1.0,0.45058,0.220558,0.369516,0.369516,0.204611,0.331641,0.633736,0.389996,24.265625
custom_0542,val_tune,4,zscore,1.0,0.25,0.75,0.5,0.448454,0.217557,0.367367,0.367367,0.197196,0.339056,0.633708,0.389987,24.296875
custom_0543,val_tune,4,zscore,1.0,0.25,0.75,0.75,0.448454,0.217557,0.367367,0.367367,0.197196,0.339056,0.633708,0.389987,24.296875
custom_0549,val_tune,4,zscore,1.0,0.25,1.0,1.0,0.448891,0.218072,0.368369,0.368369,0.193998,0.341656,0.634256,0.38997,24.375
custom_0407,val_tune,4,zscore,0.75,0.25,0.25,0.5,0.448795,0.219347,0.368389,0.368389,0.204488,0.331615,0.633505,0.389869,24.234375
custom_0547,val_tune,4,zscore,1.0,0.25,1.0,0.5,0.447107,0.216861,0.367242,0.367242,0.193875,0.34163,0.634025,0.389843,24.34375
custom_0548,val_tune,4,zscore,1.0,0.25,1.0,0.75,0.447107,0.216861,0.367242,0.367242,0.193875,0.34163,0.634025,0.389843,24.34375
custom_0126,val_tune,16,zscore,0.25,0.0,0.0,0.25,0.465326,0.231744,0.375968,0.375968,0.198832,0.276772,0.693202,0.389602,23.546875
custom_0252,val_tune,16,zscore,0.5,0.0,0.0,0.5,0.465326,0.231744,0.375968,0.375968,0.198832,0.276772,0.693202,0.389602,23.546875
custom_0378,val_tune,16,zscore,0.75,0.0,0.0,0.75,0.465326,0.231744,0.375968,0.375968,0.198832,0.276772,0.693202,0.389602,23.546875
custom_0504,val_tune,16,zscore,1.0,0.0,0.0,1.0,0.465326,0.231744,0.375968,0.375968,0.198832,0.276772,0.693202,0.389602,23.546875
custom_0009,val_tune,4,zscore,0.0,0.0,0.25,1.0,0.455193,0.22147,0.373545,0.373545,0.185066,0.345011,0.638525,0.389534,24.234375
custom_0051,val_tune,4,zscore,0.0,0.5,0.0,0.25,0.454431,0.220528,0.370126,0.370126,0.238981,0.29824,0.631338,0.38952,24.296875
custom_0077,val_tune,4,zscore,0.0,0.75,0.0,0.5,0.454431,0.220528,0.370126,0.370126,0.238981,0.29824,0.631338,0.38952,24.296875
custom_0102,val_tune,4,zscore,0.0,1.0,0.0,0.5,0.454431,0.220528,0.370126,0.370126,0.238981,0.29824,0.631338,0.38952,24.296875
custom_0026,val_tune,4,zscore,0.0,0.25,0.0,0.25,0.455651,0.221565,0.372178,0.372178,0.23781,0.298262,0.632456,0.389509,24.125
custom_0052,val_tune,4,zscore,0.0,0.5,0.0,0.5,0.455651,0.221565,0.372178,0.372178,0.23781,0.298262,0.632456,0.389509,24.125
custom_0078,val_tune,4,zscore,0.0,0.75,0.0,0.75,0.455651,0.221565,0.372178,0.372178,0.23781,0.298262,0.632456,0.389509,24.125
custom_0104,val_tune,4,zscore,0.0,1.0,0.0,1.0,0.455651,0.221565,0.372178,0.372178,0.23781,0.298262,0.632456,0.389509,24.125
custom_0103,val_tune,4,zscore,0.0,1.0,0.0,0.75,0.456289,0.222056,0.372806,0.372806,0.238721,0.298169,0.631622,0.389504,24.125
custom_0480,val_tune,4,zscore,0.75,1.0,0.25,0.0,0.457817,0.223268,0.371177,0.371177,0.232254,0.315228,0.620821,0.389434,24.40625
custom_0053,val_tune,4,zscore,0.0,0.5,0.0,0.75,0.457674,0.222402,0.373386,0.373386,0.237077,0.298281,0.632937,0.389432,23.96875
custom_0079,val_tune,4,zscore,0.0,0.75,0.0,1.0,0.457674,0.222402,0.373386,0.373386,0.237077,0.298281,0.632937,0.389432,23.96875
custom_0455,val_tune,4,zscore,0.75,0.75,0.25,0.0,0.456766,0.223142,0.371215,0.371215,0.231907,0.315264,0.621111,0.389427,24.265625
custom_0605,val_tune,4,zscore,1.0,1.0,0.25,0.0,0.456766,0.223142,0.371215,0.371215,0.231907,0.315264,0.621111,0.389427,24.265625
custom_0580,val_tune,4,zscore,1.0,0.75,0.25,0.0,0.456766,0.223142,0.371215,0.371215,0.23188,0.315279,0.621111,0.389423,24.265625
custom_0076,val_tune,4,zscore,0.0,0.75,0.0,0.25,0.453971,0.220254,0.369732,0.369732,0.239077,0.297856,0.631151,0.389361,24.328125
custom_0101,val_tune,4,zscore,0.0,1.0,0.0,0.25,0.453971,0.220254,0.369732,0.369732,0.239077,0.297856,0.631151,0.389361,24.328125
custom_0545,val_tune,4,zscore,1.0,0.25,1.0,0.0,0.448264,0.218431,0.367835,0.367835,0.197464,0.339744,0.630216,0.389141,24.125
custom_0128,val_tune,8,zscore,0.25,0.0,0.0,0.75,0.460563,0.23163,0.378763,0.378763,0.212133,0.283018,0.672236,0.389129,23.921875
custom_0008,val_tune,4,zscore,0.0,0.0,0.25,0.75,0.455114,0.221453,0.373466,0.373466,0.182793,0.345671,0.638421,0.388961,24.25
custom_0406,val_tune,4,zscore,0.75,0.25,0.25,0.25,0.449576,0.220663,0.369171,0.369171,0.204488,0.331615,0.630699,0.388934,24.078125
custom_0526,val_tune,8,zscore,1.0,0.25,0.0,0.25,0.459822,0.230543,0.379027,0.379027,0.240709,0.268313,0.657738,0.38892,23.859375
custom_0405,val_tune,4,zscore,0.75,0.25,0.25,0.0,0.450007,0.220859,0.369467,0.369467,0.211225,0.329275,0.625846,0.388782,24.03125
custom_0541,val_tune,4,zscore,1.0,0.25,0.75,0.25,0.447716,0.218431,0.36715,0.36715,0.196051,0.339038,0.630754,0.388614,24.09375
custom_0027,val_tune,4,zscore,0.0,0.25,0.0,0.5,0.458436,0.222553,0.374162,0.374162,0.229281,0.299395,0.636698,0.388458,24.015625
custom_0054,val_tune,4,zscore,0.0,0.5,0.0,1.0,0.458436,0.222553,0.374162,0.374162,0.229281,0.299395,0.636698,0.388458,24.015625
custom_0540,val_tune,4,zscore,1.0,0.25,0.75,0.0,0.447522,0.21828,0.366984,0.366984,0.195687,0.338985,0.630647,0.38844,24.109375
custom_0546,val_tune,4,zscore,1.0,0.25,1.0,0.25,0.447377,0.218282,0.366947,0.366947,0.193838,0.340002,0.630847,0.388229,24.15625
custom_0028,val_tune,4,zscore,0.0,0.25,0.0,0.75,0.457386,0.220905,0.373128,0.373128,0.226515,0.299463,0.637532,0.387837,24.078125
custom_0029,val_tune,4,zscore,0.0,0.25,0.0,1.0,0.457386,0.220905,0.373128,0.373128,0.226515,0.299463,0.637532,0.387837,24.078125
custom_0539,val_tune,4,zscore,1.0,0.25,0.5,1.0,0.448265,0.218058,0.367201,0.367201,0.197319,0.331706,0.633736,0.387587,24.265625
custom_0253,val_tune,8,zscore,0.5,0.0,0.0,0.75,0.465427,0.232982,0.378204,0.378204,0.211168,0.281418,0.669793,0.38746,23.96875
custom_0537,val_tune,4,zscore,1.0,0.25,0.5,0.5,0.44648,0.216847,0.366075,0.366075,0.197196,0.33168,0.633505,0.38746,24.234375
custom_0538,val_tune,4,zscore,1.0,0.25,0.5,0.75,0.44648,0.216847,0.366075,0.366075,0.197196,0.33168,0.633505,0.38746,24.234375
custom_0144,val_tune,4,zscore,0.25,0.0,0.75,1.0,0.448893,0.218331,0.368523,0.368523,0.176698,0.348903,0.636565,0.387389,24.421875
custom_0149,val_tune,4,zscore,0.25,0.0,1.0,1.0,0.448893,0.218331,0.368523,0.368523,0.176698,0.348903,0.636565,0.387389,24.421875
custom_0148,val_tune,4,zscore,0.25,0.0,1.0,0.75,0.449454,0.218198,0.369144,0.369144,0.176698,0.348916,0.636475,0.387363,24.4375
custom_0143,val_tune,4,zscore,0.25,0.0,0.75,0.75,0.449151,0.218198,0.368971,0.368971,0.176692,0.348785,0.636301,0.387259,24.46875
custom_0147,val_tune,4,zscore,0.25,0.0,1.0,0.5,0.449151,0.218198,0.368971,0.368971,0.176692,0.348785,0.636301,0.387259,24.46875
custom_0204,val_tune,4,zscore,0.25,0.75,0.0,1.0,0.452406,0.220954,0.370482,0.370482,0.234644,0.294534,0.632327,0.387168,24.125
custom_0146,val_tune,4,zscore,0.25,0.0,1.0,0.25,0.447618,0.2156,0.366602,0.366602,0.177659,0.349198,0.634544,0.387133,24.453125
custom_0379,val_tune,8,zscore,0.75,0.0,0.0,1.0,0.464559,0.23254,0.377206,0.377206,0.210424,0.281383,0.669532,0.387113,23.921875
custom_0126,val_tune,8,zscore,0.25,0.0,0.0,0.25,0.464938,0.232321,0.37767,0.37767,0.210401,0.281396,0.669365,0.387054,23.96875
