system,split,beam_size,normalization,weight_token_logprob_avg,weight_summac_style_score,weight_factcc_style_score,weight_entity_support_score,rouge1,rouge2,rougeL,rougeLsum,summac_style_score,factcc_style_score,entity_support_score,factuality_composite,summary_len_tokens
custom_0435,val_tune,16,zscore,0.75,0.5,0.5,0.0,0.457667,0.233869,0.37523,0.37523,0.31388,0.43117,0.656693,0.467247,23.1875
custom_0359,val_tune,16,zscore,0.5,1.0,0.25,1.0,0.466028,0.241671,0.381954,0.381954,0.333902,0.382317,0.685037,0.467085,23.359375
custom_0480,val_tune,16,zscore,0.75,1.0,0.25,0.0,0.455734,0.232287,0.374629,0.374629,0.329166,0.420858,0.650806,0.466943,23.3125
custom_0414,val_tune,16,zscore,0.75,0.25,0.5,1.0,0.459189,0.235203,0.374135,0.374135,0.272666,0.441878,0.685132,0.466559,23.359375
custom_0544,val_tune,16,zscore,1.0,0.25,0.75,1.0,0.460531,0.235892,0.375537,0.375537,0.272903,0.441891,0.684868,0.466554,23.375
custom_0606,val_tune,16,zscore,1.0,1.0,0.25,0.25,0.463448,0.240984,0.380068,0.380068,0.328874,0.405377,0.66394,0.466064,23.078125
custom_0484,val_tune,16,zscore,0.75,1.0,0.25,1.0,0.4642,0.239889,0.380936,0.380936,0.329419,0.385748,0.682116,0.465761,23.453125
custom_0583,val_tune,16,zscore,1.0,0.75,0.25,0.75,0.463111,0.240247,0.380014,0.380014,0.318578,0.399385,0.6793,0.465754,23.078125
custom_0459,val_tune,16,zscore,0.75,0.75,0.25,1.0,0.464431,0.240053,0.381168,0.381168,0.328189,0.38578,0.682163,0.465377,23.4375
custom_0421,val_tune,16,zscore,0.75,0.25,1.0,0.25,0.459812,0.233706,0.375618,0.375618,0.280893,0.455479,0.65911,0.465161,23.296875
custom_0609,val_tune,16,zscore,1.0,1.0,0.25,1.0,0.464992,0.23992,0.381789,0.381789,0.328219,0.385169,0.682072,0.465153,23.453125
custom_0416,val_tune,16,zscore,0.75,0.25,0.75,0.25,0.459085,0.232944,0.374892,0.374892,0.282059,0.454063,0.65911,0.465077,23.296875
custom_0433,val_tune,16,zscore,0.75,0.5,0.25,0.75,0.465336,0.24046,0.380092,0.380092,0.307975,0.403582,0.683241,0.464933,23.109375
custom_0546,val_tune,16,zscore,1.0,0.25,1.0,0.25,0.457566,0.232502,0.373893,0.373893,0.280914,0.454045,0.658961,0.46464,23.25
custom_0411,val_tune,16,zscore,0.75,0.25,0.5,0.25,0.459293,0.233445,0.374822,0.374822,0.282348,0.451027,0.659028,0.464134,23.234375
custom_0539,val_tune,16,zscore,1.0,0.25,0.5,1.0,0.462308,0.237124,0.377314,0.377314,0.277966,0.428881,0.684883,0.46391,23.21875
custom_0541,val_tune,16,zscore,1.0,0.25,0.75,0.25,0.457774,0.233003,0.373824,0.373824,0.281202,0.451008,0.658879,0.463697,23.1875
custom_0420,val_tune,16,zscore,0.75,0.25,1.0,0.0,0.454495,0.229033,0.367386,0.367386,0.280284,0.459216,0.649993,0.463164,23.28125
custom_0415,val_tune,16,zscore,0.75,0.25,0.75,0.0,0.452731,0.227692,0.368869,0.368869,0.281827,0.453389,0.653323,0.462846,23.203125
custom_0431,val_tune,16,zscore,0.75,0.5,0.25,0.25,0.464802,0.240905,0.383202,0.383202,0.312153,0.410582,0.664081,0.462272,23.203125
custom_0284,val_tune,16,zscore,0.5,0.25,0.25,1.0,0.462782,0.239858,0.378984,0.378984,0.289215,0.402985,0.694262,0.462154,23.484375
custom_0545,val_tune,16,zscore,1.0,0.25,1.0,0.0,0.453847,0.22827,0.368869,0.368869,0.281451,0.453632,0.649547,0.461543,23.171875
custom_0584,val_tune,16,zscore,1.0,0.75,0.25,1.0,0.463303,0.239351,0.380114,0.380114,0.317686,0.382653,0.682528,0.460956,23.328125
custom_0537,val_tune,16,zscore,1.0,0.25,0.5,0.5,0.462006,0.237965,0.379624,0.379624,0.275924,0.428447,0.677387,0.460586,23.40625
custom_0410,val_tune,16,zscore,0.75,0.25,0.5,0.0,0.452939,0.228192,0.368799,0.368799,0.281739,0.450021,0.649334,0.460365,23.140625
custom_0540,val_tune,16,zscore,1.0,0.25,0.75,0.0,0.452939,0.228192,0.368799,0.368799,0.281739,0.450021,0.649334,0.460365,23.140625
custom_0011,val_tune,16,zscore,0.0,0.0,0.5,0.25,0.46172,0.237853,0.377148,0.377148,0.228278,0.464348,0.687767,0.460131,23.390625
custom_0022,val_tune,16,zscore,0.0,0.0,1.0,0.5,0.46172,0.237853,0.377148,0.377148,0.228278,0.464348,0.687767,0.460131,23.390625
custom_0017,val_tune,16,zscore,0.0,0.0,0.75,0.5,0.461536,0.237794,0.376964,0.376964,0.22814,0.464319,0.687795,0.460084,23.40625
custom_0023,val_tune,16,zscore,0.0,0.0,1.0,0.75,0.461536,0.237794,0.376964,0.376964,0.22814,0.464319,0.687795,0.460084,23.40625
custom_0605,val_tune,16,zscore,1.0,1.0,0.25,0.0,0.460814,0.235405,0.376904,0.376904,0.323646,0.402491,0.653672,0.459936,23.328125
custom_0006,val_tune,16,zscore,0.0,0.0,0.25,0.25,0.462306,0.237626,0.37674,0.37674,0.22814,0.460256,0.690504,0.459633,23.390625
custom_0012,val_tune,16,zscore,0.0,0.0,0.5,0.5,0.462306,0.237626,0.37674,0.37674,0.22814,0.460256,0.690504,0.459633,23.390625
custom_0018,val_tune,16,zscore,0.0,0.0,0.75,0.75,0.462306,0.237626,0.37674,0.37674,0.22814,0.460256,0.690504,0.459633,23.390625
custom_0024,val_tune,16,zscore,0.0,0.0,1.0,1.0,0.462306,0.237626,0.37674,0.37674,0.22814,0.460256,0.690504,0.459633,23.390625
custom_0019,val_tune,16,zscore,0.0,0.0,0.75,1.0,0.462158,0.237626,0.376656,0.376656,0.227926,0.460094,0.690586,0.459535,23.40625
custom_0280,val_tune,16,zscore,0.5,0.25,0.25,0.0,0.45923,0.234443,0.376904,0.376904,0.309183,0.418005,0.650966,0.459385,23.265625
custom_0560,val_tune,16,zscore,1.0,0.5,0.5,0.0,0.45923,0.234443,0.376904,0.376904,0.309183,0.418005,0.650966,0.459385,23.265625
custom_0557,val_tune,16,zscore,1.0,0.5,0.25,0.5,0.464794,0.239373,0.381885,0.381885,0.310427,0.393884,0.673517,0.459276,23.171875
custom_0582,val_tune,16,zscore,1.0,0.75,0.25,0.5,0.46568,0.241702,0.383374,0.383374,0.313825,0.39065,0.673225,0.459233,23.15625
custom_0013,val_tune,16,zscore,0.0,0.0,0.5,0.75,0.462003,0.237576,0.376589,0.376589,0.227975,0.457002,0.691792,0.458923,23.453125
custom_0434,val_tune,16,zscore,0.75,0.5,0.25,1.0,0.4667,0.241421,0.381997,0.381997,0.301567,0.386271,0.688642,0.458827,23.390625
custom_0558,val_tune,16,zscore,1.0,0.5,0.25,0.75,0.470024,0.243501,0.381766,0.381766,0.303684,0.390126,0.682571,0.458794,23.1875
custom_0007,val_tune,16,zscore,0.0,0.0,0.25,0.5,0.462998,0.239057,0.378484,0.378484,0.233631,0.446066,0.695418,0.458372,23.59375
custom_0014,val_tune,16,zscore,0.0,0.0,0.5,1.0,0.462998,0.239057,0.378484,0.378484,0.233631,0.446066,0.695418,0.458372,23.59375
custom_0136,val_tune,16,zscore,0.25,0.0,0.5,0.25,0.45988,0.2332,0.373485,0.373485,0.228752,0.463405,0.68216,0.458106,23.484375
custom_0272,val_tune,16,zscore,0.5,0.0,1.0,0.5,0.45988,0.2332,0.373485,0.373485,0.228752,0.463405,0.68216,0.458106,23.484375
custom_0141,val_tune,16,zscore,0.25,0.0,0.75,0.25,0.458187,0.228689,0.369605,0.369605,0.228752,0.467346,0.676915,0.457671,23.59375
custom_0146,val_tune,16,zscore,0.25,0.0,1.0,0.25,0.458187,0.228689,0.369605,0.369605,0.228752,0.467346,0.676915,0.457671,23.59375
custom_0430,val_tune,16,zscore,0.75,0.5,0.25,0.0,0.459863,0.234761,0.377431,0.377431,0.310933,0.408801,0.653163,0.457633,23.234375
custom_0149,val_tune,16,zscore,0.25,0.0,1.0,1.0,0.461574,0.232968,0.37398,0.37398,0.223766,0.459838,0.688837,0.45748,23.59375
custom_0144,val_tune,16,zscore,0.25,0.0,0.75,1.0,0.461574,0.232968,0.37398,0.37398,0.223879,0.459664,0.688712,0.457418,23.609375
custom_0016,val_tune,16,zscore,0.0,0.0,0.75,0.25,0.460094,0.234394,0.373462,0.373462,0.221924,0.468591,0.681553,0.457356,23.546875
custom_0008,val_tune,16,zscore,0.0,0.0,0.25,0.75,0.461309,0.235815,0.376811,0.376811,0.231537,0.444743,0.695673,0.457318,23.609375
custom_0021,val_tune,16,zscore,0.0,0.0,1.0,0.25,0.460628,0.23408,0.373382,0.373382,0.221914,0.46874,0.681264,0.457306,23.546875
custom_0148,val_tune,16,zscore,0.25,0.0,1.0,0.75,0.460463,0.233632,0.373227,0.373227,0.220181,0.463874,0.685462,0.456506,23.625
custom_0536,val_tune,16,zscore,1.0,0.25,0.5,0.25,0.460726,0.235756,0.377581,0.377581,0.281264,0.427222,0.660351,0.456279,23.3125
custom_0399,val_tune,16,zscore,0.75,0.0,1.0,1.0,0.459202,0.230796,0.372066,0.372066,0.228135,0.45735,0.683352,0.456279,23.5
custom_0142,val_tune,16,zscore,0.25,0.0,0.75,0.5,0.461507,0.236118,0.375387,0.375387,0.220181,0.463711,0.684702,0.456198,23.6875
custom_0392,val_tune,16,zscore,0.75,0.0,0.75,0.5,0.459891,0.230874,0.37348,0.37348,0.228479,0.457708,0.682401,0.456196,23.5
custom_0397,val_tune,16,zscore,0.75,0.0,1.0,0.5,0.459891,0.230874,0.37348,0.37348,0.228479,0.457708,0.682401,0.456196,23.5
custom_0523,val_tune,16,zscore,1.0,0.0,1.0,0.75,0.459891,0.230874,0.37348,0.37348,0.228479,0.457708,0.682401,0.456196,23.5
custom_0267,val_tune,16,zscore,0.5,0.0,0.75,0.5,0.459223,0.230064,0.372766,0.372766,0.22802,0.457708,0.682768,0.456165,23.484375
custom_0398,val_tune,16,zscore,0.75,0.0,1.0,0.75,0.459223,0.230064,0.372766,0.372766,0.22802,0.457708,0.682768,0.456165,23.484375
custom_0147,val_tune,16,zscore,0.25,0.0,1.0,0.5,0.462057,0.237255,0.376617,0.376617,0.220026,0.464082,0.684208,0.456105,23.65625
custom_0143,val_tune,16,zscore,0.25,0.0,0.75,0.75,0.461574,0.232968,0.37398,0.37398,0.219879,0.459681,0.688528,0.45603,23.609375
custom_0131,val_tune,16,zscore,0.25,0.0,0.25,0.25,0.459223,0.230064,0.372766,0.372766,0.22714,0.457148,0.682889,0.455726,23.484375
custom_0262,val_tune,16,zscore,0.5,0.0,0.5,0.5,0.459223,0.230064,0.372766,0.372766,0.22714,0.457148,0.682889,0.455726,23.484375
custom_0393,val_tune,16,zscore,0.75,0.0,0.75,0.75,0.459223,0.230064,0.372766,0.372766,0.22714,0.457148,0.682889,0.455726,23.484375
custom_0524,val_tune,16,zscore,1.0,0.0,1.0,1.0,0.459223,0.230064,0.372766,0.372766,0.22714,0.457148,0.682889,0.455726,23.484375
custom_0271,val_tune,16,zscore,0.5,0.0,1.0,0.25,0.45843,0.228017,0.368523,0.368523,0.228719,0.466407,0.670503,0.45521,23.6875
custom_0263,val_tune,16,zscore,0.5,0.0,0.5,0.75,0.461081,0.233637,0.374683,0.374683,0.232404,0.445858,0.687192,0.455151,23.546875
custom_0137,val_tune,16,zscore,0.25,0.0,0.5,0.5,0.460114,0.233436,0.374165,0.374165,0.218569,0.461305,0.685083,0.454986,23.765625
custom_0274,val_tune,16,zscore,0.5,0.0,1.0,1.0,0.460114,0.233436,0.374165,0.374165,0.218569,0.461305,0.685083,0.454986,23.765625
custom_0387,val_tune,16,zscore,0.75,0.0,0.5,0.5,0.4601,0.231375,0.37341,0.37341,0.227888,0.454112,0.682439,0.454813,23.4375
custom_0518,val_tune,16,zscore,1.0,0.0,0.75,0.75,0.4601,0.231375,0.37341,0.37341,0.227888,0.454112,0.682439,0.454813,23.4375
custom_0394,val_tune,16,zscore,0.75,0.0,0.75,1.0,0.460245,0.231193,0.373777,0.373777,0.231699,0.445822,0.686752,0.454758,23.53125
custom_0273,val_tune,16,zscore,0.5,0.0,1.0,0.75,0.461073,0.233794,0.374849,0.374849,0.218579,0.461604,0.683856,0.45468,23.609375
custom_0140,val_tune,16,zscore,0.25,0.0,0.75,0.0,0.460056,0.228914,0.369486,0.369486,0.24795,0.466054,0.649656,0.454553,23.453125
custom_0138,val_tune,16,zscore,0.25,0.0,0.5,0.75,0.459874,0.232881,0.374314,0.374314,0.218267,0.457225,0.687886,0.454459,23.703125
custom_0261,val_tune,16,zscore,0.5,0.0,0.5,0.25,0.460303,0.22924,0.373124,0.373124,0.233375,0.456582,0.673413,0.454457,23.59375
custom_0522,val_tune,16,zscore,1.0,0.0,1.0,0.5,0.460303,0.22924,0.373124,0.373124,0.233375,0.456582,0.673413,0.454457,23.59375
custom_0203,val_tune,16,zscore,0.25,0.75,0.0,0.75,0.460329,0.236849,0.378426,0.378426,0.337113,0.34039,0.685574,0.454359,23.296875
custom_0556,val_tune,16,zscore,1.0,0.5,0.25,0.25,0.462895,0.238716,0.379105,0.379105,0.308028,0.393627,0.661369,0.454341,23.078125
custom_0139,val_tune,16,zscore,0.25,0.0,0.5,1.0,0.460027,0.231683,0.374106,0.374106,0.226733,0.441752,0.693918,0.454135,23.703125
custom_0535,val_tune,16,zscore,1.0,0.25,0.5,0.0,0.454502,0.228766,0.370473,0.370473,0.277418,0.437188,0.647513,0.45404,23.21875
custom_0269,val_tune,16,zscore,0.5,0.0,0.75,1.0,0.460143,0.233006,0.373931,0.373931,0.218592,0.455528,0.687988,0.454036,23.65625
custom_0407,val_tune,16,zscore,0.75,0.25,0.25,0.5,0.467629,0.241238,0.381023,0.381023,0.279031,0.39958,0.68318,0.45393,23.28125
custom_0581,val_tune,16,zscore,1.0,0.75,0.25,0.25,0.463203,0.241193,0.380016,0.380016,0.312767,0.38991,0.659024,0.4539,23.0625
custom_0268,val_tune,16,zscore,0.5,0.0,0.75,0.75,0.460269,0.23212,0.37319,0.37319,0.219613,0.457474,0.684614,0.4539,23.578125
custom_0266,val_tune,16,zscore,0.5,0.0,0.75,0.25,0.460457,0.229477,0.372618,0.372618,0.227987,0.457237,0.67632,0.453848,23.5625
custom_0389,val_tune,16,zscore,0.75,0.0,0.5,1.0,0.459892,0.231827,0.373086,0.373086,0.231988,0.442774,0.686761,0.453841,23.453125
custom_0388,val_tune,16,zscore,0.75,0.0,0.5,0.75,0.460271,0.231609,0.373551,0.373551,0.231965,0.442786,0.686593,0.453782,23.5
custom_0519,val_tune,16,zscore,1.0,0.0,0.75,1.0,0.460821,0.232745,0.37478,0.37478,0.231811,0.443158,0.686099,0.453689,23.46875
custom_0227,val_tune,16,zscore,0.25,1.0,0.0,0.5,0.458986,0.235851,0.377182,0.377182,0.337587,0.338081,0.685139,0.453602,23.359375
custom_0202,val_tune,16,zscore,0.25,0.75,0.0,0.5,0.459698,0.236112,0.377736,0.377736,0.337546,0.338081,0.685159,0.453595,23.28125
custom_0228,val_tune,16,zscore,0.25,1.0,0.0,0.75,0.460071,0.236718,0.378215,0.378215,0.337188,0.338081,0.685472,0.45358,23.3125
custom_0177,val_tune,16,zscore,0.25,0.5,0.0,0.5,0.462238,0.236096,0.379941,0.379941,0.335741,0.339071,0.684717,0.453176,23.203125
custom_0354,val_tune,16,zscore,0.5,1.0,0.0,1.0,0.462238,0.236096,0.379941,0.379941,0.335741,0.339071,0.684717,0.453176,23.203125
custom_0132,val_tune,16,zscore,0.25,0.0,0.25,0.5,0.461254,0.234504,0.375876,0.375876,0.223107,0.444647,0.691593,0.453116,23.78125
custom_0264,val_tune,16,zscore,0.5,0.0,0.5,1.0,0.461254,0.234504,0.375876,0.375876,0.223107,0.444647,0.691593,0.453116,23.78125
custom_0517,val_tune,16,zscore,1.0,0.0,0.75,0.5,0.460512,0.22974,0.373055,0.373055,0.232784,0.452986,0.673451,0.453074,23.53125
custom_0353,val_tune,16,zscore,0.5,1.0,0.0,0.75,0.462593,0.235348,0.3797,0.3797,0.335327,0.339185,0.684439,0.452984,23.28125
custom_0145,val_tune,16,zscore,0.25,0.0,1.0,0.0,0.459957,0.228152,0.369437,0.369437,0.242751,0.466161,0.649832,0.452914,23.46875
custom_0135,val_tune,16,zscore,0.25,0.0,0.5,0.0,0.460103,0.229099,0.36959,0.36959,0.241267,0.465047,0.652126,0.452813,23.515625
custom_0270,val_tune,16,zscore,0.5,0.0,1.0,0.0,0.460103,0.229099,0.36959,0.36959,0.241267,0.465047,0.652126,0.452813,23.515625
custom_0328,val_tune,16,zscore,0.5,0.75,0.0,0.75,0.462514,0.234519,0.379482,0.379482,0.334512,0.339101,0.684183,0.452599,23.21875
custom_0201,val_tune,16,zscore,0.25,0.75,0.0,0.25,0.461418,0.234866,0.3782,0.3782,0.337653,0.339216,0.680841,0.45257,23.0625
custom_0176,val_tune,16,zscore,0.25,0.5,0.0,0.25,0.463331,0.235874,0.38042,0.38042,0.335193,0.340581,0.681592,0.452455,23.234375
custom_0352,val_tune,16,zscore,0.5,1.0,0.0,0.5,0.463331,0.235874,0.38042,0.38042,0.335193,0.340581,0.681592,0.452455,23.234375
custom_0327,val_tune,16,zscore,0.5,0.75,0.0,0.5,0.462975,0.234363,0.380063,0.380063,0.334512,0.340572,0.681648,0.452244,23.25
custom_0478,val_tune,16,zscore,0.75,1.0,0.0,0.75,0.462975,0.234363,0.380063,0.380063,0.334512,0.340572,0.681648,0.452244,23.25
custom_0226,val_tune,16,zscore,0.25,1.0,0.0,0.25,0.460168,0.234565,0.378383,0.378383,0.339034,0.338872,0.67836,0.452089,23.15625
custom_0521,val_tune,16,zscore,1.0,0.0,1.0,0.25,0.46202,0.230372,0.374706,0.374706,0.240911,0.454641,0.660673,0.452075,23.4375
custom_0408,val_tune,16,zscore,0.75,0.25,0.25,0.75,0.46779,0.240101,0.379794,0.379794,0.276075,0.394498,0.685408,0.451994,23.296875
custom_0178,val_tune,16,zscore,0.25,0.5,0.0,0.75,0.467468,0.242224,0.385625,0.385625,0.329974,0.337413,0.688427,0.451938,23.40625
custom_0406,val_tune,16,zscore,0.75,0.25,0.25,0.25,0.463039,0.236135,0.379385,0.379385,0.284562,0.409969,0.660522,0.451684,23.34375
custom_0580,val_tune,16,zscore,1.0,0.75,0.25,0.0,0.46085,0.236767,0.377648,0.377648,0.312339,0.388747,0.65396,0.451682,23.078125
custom_0396,val_tune,16,zscore,0.75,0.0,1.0,0.25,0.460012,0.229382,0.372768,0.372768,0.233102,0.455507,0.666278,0.451629,23.53125
custom_0329,val_tune,16,zscore,0.5,0.75,0.0,1.0,0.468407,0.240614,0.385677,0.385677,0.328628,0.338514,0.687695,0.451612,23.421875
